Instrument,Company,MinTradedQty,MarginRetail,MarginProfessional,LongPosSwap,ShortPosSwap,MarketH
HL,Hargreaves Lansdown PLC,1,20%,5%,-0.003971,-0.003327,7:01 am to 3:30 pm
HLF,Herbalife Nutrition Ltd,1,20%,10%,-0.011973,-0.010246,1:30 pm to 8:00 pm
HLMA,Halma PLC,1,20%,5%,-0.005794,-0.004855,7:01 am to 3:30 pm
HLS,Healius Ltd.,1,20%,5%,-0.000899,-0.000801,12:00 am to 6:00 am
HLT,Hilton Worldwide Holdings Inc.,10,20%,10%,-0.021508,-0.018404,1:30 pm to 8:00 pm
HMb,H & M Hennes & Mauritz AB,8,20%,10%,-0.035406,-0.035815,7:00 am to 3:25 pm
HMSO,Hammerson PLC,1,20%,5%,-0.000040,-0.000034,7:01 am to 3:30 pm
HO,Thales SA,5,20%,10%,-0.016806,-0.012868,7:00 am to 3:30 pm
HOC,Hochschild Mining PLC,1,20%,5%,-0.000548,-0.000459,7:01 am to 3:30 pm
HOG,Harley-Davidson Inc,10,20%,10%,-0.005703,-0.004880,1:30 pm to 8:00 pm
HOLMb,Holmen AB,20,20%,20%,-0.078523,-0.079431,7:00 am to 3:25 pm
HON,Honeywell International Inc,10,20%,10%,-0.040425,-0.034592,1:30 pm to 8:00 pm
HP,Helmerich & Payne Inc.,10,20%,10%,-0.003545,-0.003034,1:30 pm to 8:00 pm
HPE,Hewlett Packard Enterprise Co,30,20%,20%,-0.002281,-0.001952,1:30 pm to 8:00 pm
HPQ,Hewlett-Packard Co.,15,20%,5%,-0.004588,-0.003926,8:00 am to 12:00 am
HRB,H&R Block Inc,20,20%,10%,-0.003828,-0.003276,1:30 pm to 8:00 pm
HRL,Hormel Foods Corporation,20,20%,20%,-0.012225,-0.010461,1:30 pm to 8:00 pm
HSBA,HSBC Holdings plc,1,20%,5%,-0.000718,-0.000611,7:01 am to 3:30 pm
HSE,Husky Energy Inc,20,20%,10%,-0.000790,-0.000748,1:30 pm to 8:00 pm
HST,Host Hotels & Resorts Inc.,30,20%,20%,-0.002664,-0.002280,1:30 pm to 8:00 pm
HSV,Homeserve PLC,1,20%,5%,-0.003236,-0.002711,7:01 am to 3:30 pm
HSX,Hiscox Ltd,1,20%,5%,-0.002255,-0.001890,7:01 am to 3:30 pm
HTZ,Hertz Global Holdings Inc,1,20%,10%,-0.000292,-0.002307,1:30 pm to 8:00 pm
HUFVa,Hufvudstaden AB Series A,40,20%,20%,-0.029782,-0.030127,7:00 am to 3:25 pm
HUH1V,Huhtamaki Oyj,20,20%,20%,-0.011022,-0.008439,7:00 am to 3:30 pm
HUM,Humana Inc,5,20%,20%,-0.100265,-0.085798,1:30 pm to 8:00 pm
HUN,Huntsman Corporation,20,20%,10%,-0.005346,-0.004575,1:30 pm to 8:00 pm
HUSN,"Hudson Capital, Inc.",1,20%,5%,-0.000095,-0.000081,1:30 pm to 8:00 pm
HUSQb,Husqvarna AB Series B,50,20%,20%,-0.022675,-0.022937,7:00 am to 3:25 pm
HUYA,"HUYA, Inc.",1,20%,5%,-0.006263,-0.005360,8:00 am to 12:00 am
HVN,Harvey Norman Holdings Ltd.,300,20%,20%,-0.001167,-0.001039,12:00 am to 6:00 am
HWDN,Howden Joinery Group PLC,1,20%,5%,-0.001469,-0.001231,7:01 am to 3:30 pm
HXL,Hexcel Corporation,10,20%,20%,-0.008366,-0.007159,1:30 pm to 8:00 pm
HYD,Hydro One Ltd,15,20%,20%,-0.007218,-0.006827,1:30 pm to 8:00 pm
HYDR,RusHydro PJSC,10000,20%,10%,-0.000344,-0.000031,7:00 am to 4:00 pm
HYGO,Hygo Energy Transition Ltd.,1,20%,5%,0.000000,0.000000,1:30 pm to 8:00 pm
IAC,IAC/InterActiveCorp,1,20%,5%,-0.028897,-0.024728,1:30 pm to 8:00 pm
IAG,Insurance Australia Group Ltd.,100,20%,20%,-0.001173,-0.001045,12:00 am to 6:00 am
IAU,iShares Gold Trust,1,20%,5%,-0.002296,-0.002148,1:30 pm to 8:00 pm
IBE,Iberdrola SA,50,20%,10%,-0.002805,-0.002148,7:00 am to 3:30 pm
IBIO,"iBio, Inc.",1,20%,5%,-0.000496,-0.001397,1:30 pm to 8:00 pm
IBM,International Business Machines Corp.,2,20%,5%,-0.029759,-0.025465,8:00 am to 12:00 am
IBN,ICICI Bank Ltd. (ADR),100,20%,20%,-0.002404,-0.002057,1:30 pm to 8:00 pm
ICAA,ICA Gruppen AB,20,20%,20%,-0.111525,-0.112814,7:00 am to 3:25 pm
ICAD,Icade SA,10,20%,10%,-0.012014,-0.009199,7:00 am to 3:30 pm
ICAG,International Consolidated Airlines Group,1,20%,5%,-0.000239,-0.000200,7:01 am to 3:30 pm
ICE,Intercontinental Exchange Inc,10,20%,20%,-0.025164,-0.021533,1:30 pm to 8:00 pm
ICL,ICL Group Ltd,1,20%,5%,-0.000875,-0.000749,1:30 pm to 8:00 pm
ICP,Intermediate Capital Group PLC,10,20%,5%,-0.002987,-0.002503,7:01 am to 3:30 pm
IDEX,"Ideanomics, Inc.",1,20%,5%,-0.000234,-0.002387,1:30 pm to 8:00 pm
IDR,Indra Sistemas SA,50,20%,20%,-0.001619,-0.001240,7:00 am to 3:30 pm
IDXX,IDEXX Laboratories,5,20%,20%,-0.094609,-0.080958,1:30 pm to 8:00 pm
IEI.O,iShares 3-7 Year Treasury Bond,2,20%,10%,-0.017268,-0.016154,1:30 pm to 8:00 pm
IEP,Icahn Enterprises L.P.,10,20%,20%,-0.012005,-0.010273,1:30 pm to 8:00 pm
IEX,IDEX Corporation,5,20%,20%,-0.044817,-0.038351,1:30 pm to 8:00 pm
IFC,Intact Financial Corp,3,20%,10%,-0.036338,-0.034374,1:30 pm to 8:00 pm
IFF,International Flavors & Fragrances Inc.,5,20%,20%,-0.029784,-0.025487,1:30 pm to 8:00 pm
IFL,IOOF Holdings Ltd.,100,20%,20%,-0.000790,-0.000704,12:00 am to 6:00 am
IFX,Infineon Technologies AG,75,20%,10%,-0.006201,-0.004748,7:00 am to 3:30 pm
IGG,IG Group Holdings PLC,1,20%,5%,-0.001998,-0.001674,7:01 am to 3:30 pm
IGT,International Game Technology,20,20%,20%,-0.002777,-0.002376,1:30 pm to 8:00 pm
IGY,Innogy SE,1,20%,5%,-0.011780,-0.009020,7:00 am to 3:30 pm
IHG,InterContinental Hotels Group PLC,1,20%,5%,-0.010057,-0.008426,7:01 am to 3:30 pm
III,3i Group PLC,10,20%,5%,-0.002429,-0.002035,7:01 am to 3:30 pm
ILD,Iliad SA,5,20%,10%,-0.043576,-0.033365,7:00 am to 3:30 pm
ILMN,"Illumina, Inc.",5,20%,20%,-0.074992,-0.064172,1:30 pm to 8:00 pm
ILU,Iluka Resources,50,20%,20%,-0.002384,-0.002124,12:00 am to 6:00 am
IMB,Imperial Brands Plc,1,20%,5%,-0.003579,-0.002999,7:01 am to 3:30 pm
IMFI,Immofinanz AG,1,20%,10%,-0.003562,-0.002728,7:00 am to 3:30 pm
IMI,IMI PLC,1,20%,5%,-0.002631,-0.002204,7:01 am to 3:30 pm
IMO,Imperial Oil Ltd,10,20%,10%,-0.004218,-0.003990,1:30 pm to 8:00 pm
INCH,Inchcape PLC,1,20%,10%,-0.001094,-0.000916,7:01 am to 3:30 pm
INCY,Incyte Corporation,10,20%,20%,-0.021667,-0.018540,1:30 pm to 8:00 pm
INDUC,Industrivarden AB Series C,30,20%,20%,-0.055492,-0.056134,7:00 am to 3:25 pm
INDV,Indivior PLC,1,20%,5%,-0.000311,-0.000260,7:01 am to 3:30 pm
INF,Informa PLC,1,20%,5%,-0.000921,-0.000771,7:01 am to 3:30 pm
INFO,IHS Markit Ltd.,10,20%,20%,-0.019462,-0.016654,1:30 pm to 8:00 pm
INGA,ING Groep NV,25,20%,10%,-0.001594,-0.001221,7:00 am to 3:30 pm
INGR,Ingredion Incorporated,5,20%,20%,-0.019127,-0.016368,1:30 pm to 8:00 pm
INO,"Inovio Pharmaceuticals, Inc.",1,20%,5%,-0.004225,-0.003681,8:00 am to 12:00 am
INT,World Fuel Services Corporation,20,20%,10%,-0.005330,-0.004561,1:30 pm to 8:00 pm
INTC,Intel Corporation,20,20%,10%,-0.012499,-0.010695,8:00 am to 12:00 am
INTRUM,Intrum Justitia AB,20,20%,20%,-0.049329,-0.049899,7:00 am to 3:25 pm
INTU,Intuit Inc.,1,20%,5%,-0.079746,-0.068240,1:30 pm to 8:00 pm
INVA,Innoviva Inc.,30,20%,10%,-0.002687,-0.002299,1:30 pm to 8:00 pm
INVEb,Investor AB Series B,10,20%,20%,-0.137367,-0.138955,7:00 am to 3:25 pm
INVP,Investec PLC,1,20%,5%,-0.000327,-0.000274,7:01 am to 3:30 pm
IP,International Paper Company,10,20%,20%,-0.010304,-0.008817,1:30 pm to 8:00 pm
IPG,Interpublic Group of Companies Inc.,20,20%,10%,-0.004223,-0.003614,1:30 pm to 8:00 pm
IPGP,IPG Photonics Corporation,5,20%,10%,-0.041276,-0.035320,1:30 pm to 8:00 pm
IPL,Incitec Pivot Ltd.,300,20%,20%,-0.000548,-0.000488,12:00 am to 6:00 am
IPN,Ipsen SA,5,20%,10%,-0.023737,-0.018175,7:00 am to 3:30 pm
IPO,IP Group PLC,100,20%,5%,-0.000200,-0.000168,7:01 am to 3:30 pm
IPOB,Social Capital Hedosophia Holdings Corp. II,1,20%,5%,0.000000,0.000000,1:30 pm to 8:00 pm
IPS,Ipsos SA,1,20%,5%,-0.005507,-0.004216,7:00 am to 3:30 pm
IQV,IQVIA Holdings Inc.,5,20%,20%,-0.037871,-0.032407,1:30 pm to 8:00 pm
IR,Ingersoll-Rand plc,5,20%,20%,-0.008854,-0.007576,1:30 pm to 8:00 pm
IRBT,iRobot Corporation,10,20%,10%,-0.019155,-0.016391,1:30 pm to 8:00 pm
IREЕ,Iren SpA,1,20%,5%,-0.000595,-0.000456,7:01 am to 3:30 pm
IRM,Iron Mountain Inc.,20,20%,20%,-0.006641,-0.005683,1:30 pm to 8:00 pm
ISP,Intesa Sanpaolo SpA,1,20%,5%,-0.000427,-0.000327,7:01 am to 3:30 pm
ISRG,"Intuitive Surgical, Inc.",1,20%,20%,-0.168691,-0.144352,1:30 pm to 8:00 pm
ISS,ISS A/S,20,20%,20%,-0.016634,-0.021431,7:00 am to 3:00 pm
IT,"Gartner, Inc.",40,20%,20%,-0.031441,-0.026905,1:30 pm to 8:00 pm
ITRI,"Itron, Inc.",5,20%,5%,-0.014067,-0.012037,1:30 pm to 8:00 pm
ITRK,Intertek Group PLC,1,20%,5%,-0.016195,-0.013569,7:01 am to 3:30 pm
ITT,ITT Inc.,10,20%,20%,-0.014592,-0.012487,1:30 pm to 8:00 pm
ITUB,Itau Unibanco Holding S.A.,40,20%,20%,-0.001025,-0.000877,1:30 pm to 8:00 pm
ITV,ITV plc,1,20%,5%,-0.000161,-0.000135,7:01 am to 3:30 pm
ITW,Illinois Tool Works Inc.,5,20%,20%,-0.048210,-0.041254,1:30 pm to 8:00 pm
ITX,Inditex SA,2,20%,10%,-0.006295,-0.004820,7:00 am to 3:30 pm
IVZ,Invesco plc,20,20%,20%,-0.002707,-0.002316,1:30 pm to 8:00 pm
IWG,IWG PLC,1,20%,5%,-0.000651,-0.000546,7:01 am to 3:30 pm
IWM,iShares Russell 2000,1,20%,5%,-0.018918,-0.017698,1:30 pm to 8:00 pm
IYR,iShares US Real Estate,1,20%,5%,-0.010154,-0.009499,1:30 pm to 8:00 pm
J,Jacobs Engineering Inc,1,20%,5%,-0.022636,-0.019370,1:30 pm to 8:00 pm
JAZZ,Jazz Pharmaceuticals plc,1,20%,5%,-0.034944,-0.029902,1:30 pm to 8:00 pm
JBH,JB Hi-Fi ltd.,30,20%,20%,-0.012077,-0.010759,12:00 am to 6:00 am
JBL,Jabil Inc.,20,20%,10%,-0.008368,-0.007161,1:30 pm to 8:00 pm
JBLU,JetBlue Airways Corporation,5,20%,10%,-0.002884,-0.002468,1:30 pm to 8:00 pm
JCI,Johnson Controls International plc,20,20%,20%,-0.010135,-0.008673,1:30 pm to 8:00 pm
JCOM,J2 Global Inc.,10,20%,20%,-0.017382,-0.014874,1:30 pm to 8:00 pm
JCP,J.C. Penney Inc Holding,300,20%,10%,-0.000003,0.000003,1:30 pm to 8:00 pm
JD,JD.Com Inc (ADR),1,20%,10%,-0.018683,-0.015988,1:30 pm to 8:00 pm
JD.,JD Sports Fashion PLC,1,20%,5%,-0.002053,-0.001720,7:01 am to 3:30 pm
JDEP,Jde Peet's B.V.,1,20%,5%,-0.009549,-0.007311,7:00 am to 3:30 pm
JEF,"Jefferies Financial Group, Inc.",20,20%,5%,-0.004576,-0.003916,1:30 pm to 8:00 pm
JET2,Jet2 plc,1,20%,5%,-0.001662,-0.001414,7:01 am to 3:30 pm
JHG,Janus Henderson Group plc.,20,20%,20%,-0.007144,-0.006364,12:00 am to 6:00 am
JHG,Janus Henderson Group plc,20,20%,20%,-0.005061,-0.004330,1:30 pm to 8:00 pm
JHX,James Hardie Industries plc,30,20%,20%,-0.008157,-0.007267,12:00 am to 6:00 am
JKHY,"Jack Henry & Associates, Inc.",5,20%,20%,-0.040277,-0.034466,1:30 pm to 8:00 pm
JLL,Jones Lang Lasalle Incorporated,5,20%,20%,-0.023778,-0.020347,1:30 pm to 8:00 pm
JMAT,Johnson Matthey PLC,1,20%,5%,-0.005865,-0.004914,7:01 am to 3:30 pm
JMIA,Jumia Technologies AG,1,20%,5%,-0.001943,-0.001663,1:30 pm to 8:00 pm
JMT,Jeronimo Martins SGPS,40,20%,20%,-0.004002,-0.002826,7:00 am to 3:25 pm
JNJ,Johnson & Johnson,5,20%,10%,-0.036449,-0.031190,8:00 am to 12:00 am
JPM,J.P. Morgan Chase & Co.,10,20%,5%,-0.023391,-0.020016,8:00 am to 12:00 am
JUP,Jupiter Fund Management PLC,1,20%,10%,-0.000543,-0.000455,7:01 am to 3:30 pm
JUST,Just Group PLC,1,20%,5%,-0.000108,-0.000091,7:01 am to 3:30 pm
JUVE,Juventus Football Club,1,20%,5%,-0.000230,-0.000176,7:01 am to 3:30 pm
JWN,Nordstrom Inc,10,20%,10%,-0.002982,-0.002552,1:30 pm to 8:00 pm
JYSK,Jyske Bank A/S,10,20%,20%,-0.036269,-0.046729,7:00 am to 3:00 pm
K,Kellogg Company,10,20%,20%,-0.015790,-0.013512,1:30 pm to 8:00 pm
KAR,Kar Auction Services Inc.,10,20%,20%,-0.003508,-0.003002,1:30 pm to 8:00 pm
KAZ,KAZ Minerals PLC,1,20%,5%,-0.001354,-0.001135,7:01 am to 3:30 pm
KBC,KBC Groep NV,5,20%,10%,-0.011281,-0.008638,7:00 am to 3:30 pm
KBR,KBR Inc,30,20%,10%,-0.005565,-0.004762,1:30 pm to 8:00 pm
KDP,Keurig Dr Pepper Inc.,15,20%,5%,-0.006976,-0.005970,1:30 pm to 8:00 pm
KEMIR,Kemira Oyj,1,20%,10%,-0.002968,-0.002272,7:00 am to 3:30 pm
KER,Kernel Holding SA,15,20%,20%,-0.011083,-0.007758,7:00 am to 2:45 pm
KER,Kering SA,1,20%,10%,-0.152612,-0.116851,7:00 am to 3:30 pm
KESKOB,Kesko Oyj,10,20%,20%,-0.005784,-0.004429,7:00 am to 3:30 pm
KETL,Strix Group plc,1,20%,5%,-0.000606,-0.000508,7:01 am to 3:30 pm
KEX,Kirby Corporation,10,20%,20%,-0.009001,-0.007703,1:30 pm to 8:00 pm
KEY,KeyCorp,30,20%,20%,-0.002930,-0.002507,1:30 pm to 8:00 pm
KEYS,"Keysight Technologies, Inc.",5,20%,5%,-0.024562,-0.021018,1:30 pm to 8:00 pm
KGC,Kinross Gold Corporation,1,20%,5%,-0.002191,-0.001875,1:30 pm to 8:00 pm
KGF,Kingfisher plc,1,20%,5%,-0.000756,-0.000633,7:01 am to 3:30 pm
KGH,KGHM Polska Miedz SA,8,20%,20%,-0.032813,-0.022969,7:00 am to 2:45 pm
KGX,Kion Group AG,1,20%,10%,-0.019411,-0.014863,7:00 am to 3:30 pm
KHC,Kraft Heinz Co,10,20%,20%,-0.007287,-0.006235,1:30 pm to 8:00 pm
KIM,Kimco Realty Corporation,40,20%,10%,-0.002807,-0.002402,1:30 pm to 8:00 pm
KINVb,Investment Kinnevik AB Series B,1,20%,20%,-0.084073,-0.085045,7:00 am to 3:25 pm
KKR,"KKR & Co, Inc.",15,20%,5%,-0.008491,-0.007266,1:30 pm to 8:00 pm
KMB,Kimberly-Clark Corporation,5,20%,20%,-0.036653,-0.031365,1:30 pm to 8:00 pm
KMDA,Kamada Ltd.,1,20%,5%,-0.002485,-0.003348,1:30 pm to 8:00 pm
KMI,Kinder Morgan Inc,30,20%,20%,-0.003095,-0.002648,1:30 pm to 8:00 pm
KMT,Kennametal Inc.,20,20%,10%,-0.007107,-0.006081,1:30 pm to 8:00 pm
KMX,CarMax Inc.,10,20%,10%,-0.023539,-0.020142,1:30 pm to 8:00 pm
KN,Natixis S.A.,1,20%,5%,-0.000496,-0.000380,7:00 am to 3:30 pm
KNEBV,KONE Corporation,10,20%,20%,-0.019833,-0.015186,7:00 am to 3:30 pm
KNIN,Kuehne + Nagel International AG,1,20%,5%,-0.039767,-0.046269,7:00 am to 3:30 pm
KNX,Knight-Swift Transportation Holdings Inc.,10,20%,10%,-0.010518,-0.009000,1:30 pm to 8:00 pm
KO,Coca-Cola Co.,15,20%,5%,-0.034724,-0.010437,8:00 am to 12:00 am
KODK,Eastman Kodak Co,1,20%,5%,-0.002756,-0.003713,1:30 pm to 8:00 pm
Koninklijke DSM,Koninklijke DSM N.V,10,20%,20%,-0.036210,-0.027725,7:00 am to 3:30 pm
KORI,Korian Medica SA,20,20%,10%,-0.007641,-0.005850,7:00 am to 3:30 pm
KPN,Royal KPN N.V.,100,20%,10%,-0.000543,-0.000415,7:00 am to 3:30 pm
KR,The Kroger Company,20,20%,10%,-0.008393,-0.007182,1:30 pm to 8:00 pm
KRC,Kilroy Realty Corp,10,20%,20%,-0.013056,-0.011172,1:30 pm to 8:00 pm
KRX,Kingspan,20,20%,20%,-0.021349,-0.015076,7:00 am to 3:25 pm
KRZ,Kerry Group,10,20%,20%,-0.031987,-0.022588,7:00 am to 3:25 pm
KSS,Kohl's Corporation,10,20%,10%,-0.004869,-0.004167,1:30 pm to 8:00 pm
KSU,Kansas City Southern,5,20%,10%,-0.045910,-0.039286,1:30 pm to 8:00 pm
KTB,"Kontoor Brands, Inc.",1,20%,5%,-0.005765,-0.004933,1:30 pm to 8:00 pm
L,Loews Corporation,10,20%,20%,-0.008428,-0.007212,1:30 pm to 8:00 pm
L,Loblaw Companies Ltd,5,20%,10%,-0.018170,-0.017188,1:30 pm to 8:00 pm
LAKE,"Lakeland Industries, Inc.",1,20%,5%,-0.004621,-0.004796,1:30 pm to 8:00 pm
LAND,Land Securities Group PLC,1,20%,10%,-0.001255,-0.001052,7:01 am to 3:30 pm
LAZ,Lazard Ltd,10,20%,20%,-0.007814,-0.006686,1:30 pm to 8:00 pm
LB,L Brands Inc,20,20%,10%,-0.007597,-0.006501,1:30 pm to 8:00 pm
LBTYA,Liberty Global Inc.,5,20%,10%,-0.005211,-0.004459,1:30 pm to 8:00 pm
LC,LendingClub Corp,10,20%,20%,-0.001135,-0.000971,1:30 pm to 8:00 pm
LCA,"Landcadia Holdings II, Inc.",1,20%,5%,-0.002739,-0.002204,1:30 pm to 8:00 pm
LDOF,Leonardo SpA,1,20%,5%,-0.001351,-0.001035,7:01 am to 3:30 pm
LEA,Lear Corporation,5,20%,20%,-0.026138,-0.022366,1:30 pm to 8:00 pm
LECO,Lincoln Electric Holding Inc,10,20%,20%,-0.022267,-0.019054,1:30 pm to 8:00 pm
LEG,LEG Immobilien AG,1,20%,5%,-0.032868,-0.025167,7:00 am to 3:30 pm
LEG,Leggett & Platt Incorporated,10,20%,10%,-0.010265,-0.008784,1:30 pm to 8:00 pm
LEN,Lennar Corporation,10,20%,10%,-0.019195,-0.016426,1:30 pm to 8:00 pm
LEVI,Levi Strauss & Co Class A,20,20%,5%,-0.003235,-0.002768,1:30 pm to 8:00 pm
LFAC,LF Capital Acquisition Corp,1,20%,5%,-0.002835,-0.001572,1:30 pm to 8:00 pm
LFUS,Littelfuse Inc,1,20%,5%,-0.042465,-0.036338,1:30 pm to 8:00 pm
LGEN,Legal & General Group plc,1,20%,5%,-0.000458,-0.000383,7:01 am to 3:30 pm
LGFb,Lions Gate Entertainment Corp. Class B,30,20%,10%,-0.002087,-0.001786,1:30 pm to 8:00 pm
LH,Laboratory Corporation of America,5,20%,20%,-0.045285,-0.038751,1:30 pm to 8:00 pm
LHA,Deutsche Lufthansa AG,1,20%,5%,-0.001876,-0.001070,7:00 am to 3:30 pm
LHN,LafargeHolcim Ltd.,5,20%,10%,-0.009130,-0.010623,7:00 am to 3:30 pm
LI,Klepierre SA,20,20%,10%,-0.002746,-0.002103,7:00 am to 3:30 pm
LII,Lennox International Inc.,5,20%,20%,-0.066078,-0.056544,1:30 pm to 8:00 pm
LIN,Linde AG,1,20%,10%,-0.053665,-0.041090,7:00 am to 3:30 pm
LISN,Chocoladefabriken Lindt & Sprungli AG,0.0001,20%,5%,-17.997917,-20.940972,7:00 am to 3:30 pm
LK,Luckin Coffee Inc.,1,20%,5%,-0.000025,0.000025,8:00 am to 12:00 am
LKOH,Lukoil PJSC,1,20%,5%,-2.088284,-0.189844,7:00 am to 4:00 pm
LKQ,LKQ Corporation,20,20%,20%,-0.006779,-0.005801,1:30 pm to 8:00 pm
LLC,Lend Lease Group,40,20%,20%,-0.002939,-0.002618,12:00 am to 6:00 am
LLIT,Lianluo Smart Ltd,1,20%,5%,-0.000109,-0.000096,1:30 pm to 8:00 pm
LLOY,Lloyds Banking Group plc,1,20%,5%,-0.000060,-0.000043,7:01 am to 3:30 pm
LLY,Eli Lilly and Company,10,20%,20%,-0.037597,-0.032172,1:30 pm to 8:00 pm
LM,Legg Mason Inc.,20,20%,20%,-0.012513,-0.010707,1:30 pm to 8:00 pm
LMND,"Lemonade, Inc.",1,20%,5%,-0.012737,-0.010899,1:30 pm to 8:00 pm
LMNL,"Liminal BioSciences, Inc.",1,20%,5%,-0.004020,-0.037927,1:30 pm to 8:00 pm
LMP,LondonMetric Property PLC,1,20%,10%,-0.000562,-0.000471,7:01 am to 3:30 pm
LMT,Lockheed Martin Corporation,1,20%,10%,-0.096804,-0.082836,1:30 pm to 8:00 pm
LN,LINE Corporation,20,20%,20%,-0.012665,-0.010838,1:30 pm to 8:00 pm
LNC,Lincoln National Corporation,10,20%,20%,-0.007665,-0.006559,1:30 pm to 8:00 pm
LNG,"Cheniere Energy, Inc",1,20%,5%,-0.012421,-0.010629,1:30 pm to 8:00 pm
LNT,Alliant Energy Corporation,10,20%,20%,-0.012851,-0.010996,1:30 pm to 8:00 pm
LOGI,Logitech International SA (USA),30,20%,10%,-0.018307,-0.015665,1:30 pm to 8:00 pm
LONN,Lonza Group AG,5,20%,20%,-0.125544,-0.146073,7:00 am to 3:30 pm
LOOMb,Loomis AB Series B,20,20%,20%,-0.056369,-0.057021,7:00 am to 3:25 pm
LOW,Lowe's Companies Inc,10,20%,20%,-0.039928,-0.034167,1:30 pm to 8:00 pm
LPI,Laredo Petroleum Holdings Inc,1,20%,5%,-0.002770,-0.002432,1:30 pm to 8:00 pm
LPLA,LPL Financial Holdings Inc.,10,20%,20%,-0.018850,-0.016130,1:30 pm to 8:00 pm
LPX,Louisiana-Pacific Corporation,20,20%,10%,-0.007451,-0.006376,1:30 pm to 8:00 pm
LR,LEGRAND SA,10,20%,5%,-0.017430,-0.013346,7:00 am to 3:30 pm
LRE,Lancashire Holdings Ltd,1,20%,5%,-0.001858,-0.001557,7:01 am to 3:30 pm
LSE,London Stock Exchange Group PLC,1,20%,10%,-0.022380,-0.018751,7:01 am to 3:30 pm
LSF,"Laird Superfood, Inc.",1,20%,5%,-24.027658,-14.861037,1:30 pm to 8:00 pm
LTC,"LTC Properties, Inc.",1,20%,5%,-0.008083,-0.006868,1:30 pm to 8:00 pm
LTS,Grupa Lotos SA,1,20%,5%,-0.009453,-0.006617,7:00 am to 2:45 pm
LULU,Lululemon Athletica Inc,5,20%,10%,-0.078930,-0.067542,1:30 pm to 8:00 pm
LUMN,"CenturyLink, Inc.",30,20%,10%,-0.002557,-0.002188,1:30 pm to 8:00 pm
LUN,H Lundbeck A/S,10,20%,20%,-0.042537,-0.054804,7:00 am to 3:00 pm
LUNE,Lundin Energy AB,20,20%,20%,-0.044848,-0.045366,7:00 am to 3:25 pm
LUV,Southwest Airlines Co,5,20%,10%,-0.009284,-0.007945,1:30 pm to 8:00 pm
LVGO,"Livongo Health, Inc.",1,20%,5%,-0.023954,-0.018891,1:30 pm to 8:00 pm
LVS,Las Vegas Sands Corp.,10,20%,10%,-0.011751,-0.010055,1:30 pm to 8:00 pm
LXP,Lexington Realty Trust,1,20%,10%,-0.002614,-0.002237,1:30 pm to 8:00 pm
LXS,Lanxess AG,1,20%,5%,-0.013437,-0.010288,7:00 am to 3:30 pm
LYB,LyondellBasell Industries NV USD,3,20%,10%,-0.017423,-0.014909,1:30 pm to 8:00 pm
LYFT,Lyft Inc.,1,20%,5%,-0.004685,-0.003695,8:00 am to 12:00 am
LYV,Live Nation Entertainment Inc,10,20%,20%,-0.013327,-0.011404,1:30 pm to 8:00 pm
M,Macy's Inc,20,20%,10%,-0.001508,-0.001290,1:30 pm to 8:00 pm
MA,Mastercard Inc,10,20%,10%,-0.083078,-0.071092,1:30 pm to 8:00 pm
MAA,"Mid-America Apartment Communities, Inc.",1,20%,5%,-0.028873,-0.024707,1:30 pm to 8:00 pm
MAB,Mitchells & Butlers PLC,1,20%,5%,-0.000346,-0.000290,7:01 am to 3:30 pm
MAC,The Macerich Company,1,20%,5%,-0.001691,-0.001447,1:30 pm to 8:00 pm
MAERSKb,AP Moeller - Maersk A/S,1,20%,10%,-2.015018,-2.596118,7:00 am to 3:00 pm
MAGN,Magnitogorsk Iron & Steel Works PJSC,1,20%,5%,-0.017496,-0.001591,7:00 am to 4:00 pm
MAN,ManpowerGroup Inc.,1,20%,5%,-0.017970,-0.015377,1:30 pm to 8:00 pm
MAN,MAN SE St,5,20%,5%,-0.010365,-0.007936,7:00 am to 3:30 pm
MANU,Manchester United,30,20%,20%,-0.003704,-0.003170,1:30 pm to 8:00 pm
MAP,Mapfre SA,100,20%,10%,-0.000354,-0.000271,7:00 am to 3:30 pm
MAR,"Marriott International, Inc.",5,20%,20%,-0.023267,-0.019910,1:30 pm to 8:00 pm
MARS,Marston's PLC,1,20%,5%,-0.000129,-0.000093,7:01 am to 3:30 pm
MAS,Masco Corporation,20,20%,10%,-0.013764,-0.011778,1:30 pm to 8:00 pm
MAT,Mattel Inc,40,20%,10%,-0.002837,-0.002428,1:30 pm to 8:00 pm
MBK,mBank SA,5,20%,20%,-0.045750,-0.032025,7:00 am to 2:45 pm
MC,LVMH SA,5,20%,10%,-0.107780,-0.082524,7:00 am to 3:30 pm
MCAC,Mountain Crest Acquisition Corp,1,20%,5%,-0.002120,-0.001502,1:30 pm to 8:00 pm
MCD,McDonald s Corp.,1,20%,5%,-0.054567,-0.046694,8:00 am to 12:00 am
MCHP,Microchip Technology Incorporated,10,20%,10%,-0.024794,-0.021216,1:30 pm to 8:00 pm
MCK,McKesson Corporation,5,20%,20%,-0.037178,-0.031813,1:30 pm to 8:00 pm
MCO,Moody's Corporation,5,20%,20%,-0.070187,-0.060060,1:30 pm to 8:00 pm
MCRO,Micro Focus International PLC,1,20%,5%,-0.000633,-0.000531,7:01 am to 3:30 pm
MD,Mednax Inc,10,20%,20%,-0.004041,-0.003458,1:30 pm to 8:00 pm
